title,authors,pub_year,journal,keywords,dominant_topic,topic_name,what_this_paper_does
Estimating Uncertainty and Interpretability in Deep Learning for Coronavirus (COVID-19) Detection,"Biraja Ghoshal, Allan Tucker",2020,Brunel University Research Archive (BURA) (Brunel University London),"Interpretability, Artificial intelligence, Deep learning, Machine learning, Convolutional neural network, Computer science, Coronavirus disease 2019 (COVID-19), Bayesian probability, Bayesian network, Uncertainty quantification, Medicine, Disease, Infectious disease (medical specialty), Pathology",5,Infectious Diseases (HIV & Lung Infections),"In this paper, we investigate how drop-weights based Bayesian Convolutional Neural Networks (BCNN) can estimate uncertainty in Deep Learning solution to improve the diagnostic performance of the human-machine team using publicly available COVID-19 chest X-ray dataset and show that the uncertainty in prediction is highly correlates with accuracy of prediction."
Primer on an ethics of AI-based decision support systems in the clinic,"Matthias Braun, Patrik Hummel, Susanne Beck, Peter Dabrock",2020,Journal of Medical Ethics,"Normative, Transparency (behavior), Agency (philosophy), Computer science, Decision support system, Software deployment, Management science, Artificial intelligence, Psychology, Knowledge management, Engineering ethics, Sociology, Political science, Law, Computer security, Engineering, Operating system, Social science",5,Infectious Diseases (HIV & Lung Infections),"Making good decisions in extremely complex and difficult processes and situations has always been both a key task as well as a challenge in the clinic and has led to a large amount of clinical, legal and ethical routines, protocols and reflections in order to guarantee fair, participatory and up-to-date pathways for clinical decision-making."
Explainable Artificial Intelligence for 6G: Improving Trust between Human and Machine,Weisi Guo,2020,IEEE Communications Magazine,"Computer science, Interfacing, Big data, Autonomy, Wireless, Artificial intelligence, Data science, Telecommunications, Data mining, Computer hardware, Political science, Law",5,Infectious Diseases (HIV & Lung Infections),"This loss of model explainability means we are vulnerable to malicious data, poor neural network design, and the loss of trust from stakeholders and the general public -- all with a range of legal implications."
Generating high-fidelity synthetic patient data for assessing machine learning healthcare software,"Allan Tucker, Zhenchen Wang, Ylenia Rotalinti, Puja Myles",2020,npj Digital Medicine,"Computer science, Machine learning, Artificial intelligence, Synthetic data, Outlier, Data mining, Identification (biology), Feature (linguistics), Exploit, Resampling, Data science, Linguistics, Computer security, Biology, Botany, Philosophy",9,Viral Diseases & Molecular Medicine,No abstract available
Artificial Intelligence and Machine Learning Empower Advanced Biomedical Material Design to Toxicity Prediction,"Ajay Vikram Singh, Daniel Rosenkranz, Mohammad Hasan Dad Ansari, Rishabh Singh, Anurag Kanase, Shubham Singh, Blair D. Johnston, Jutta Tentschert, Peter Laux, Andreas Luch",2020,Advanced Intelligent Systems,"Nanomedicine, Computer science, Artificial intelligence, Engineering, Nanotechnology, Risk analysis (engineering), Medicine, Materials science, Nanoparticle",7,Healthcare Services & Patient Care Research,ML tools and ab initio simulations adopted to improve the reproducibility of data for robust quantitative comparisons and to facilitate in silico modeling and meta‐analyses leading to a substantial contribution to safe‐by‐design development in nanotoxicology/nanomedicine are mainly focused.
"A Novel Smart Healthcare Design, Simulation, and Implementation Using Healthcare 4.0 Processes","Adarsh Kumar, Rajalakshmi Krishnamurthi, Anand Nayyar, Kriti Sharma, Vinay Grover, Eklas Hossain",2020,IEEE Access,"Computer science, Blockchain, Health care, Interoperability, Cloud computing, Transparency (behavior), Computer security, Data science, World Wide Web, Operating system, Economics, Economic growth",11,Digital Health Data Analytics & Research Methods,"A list of groups, organizations, and enterprises are prepared that are working in electronic health records (EHR), electronic medical records (EMR) or electronic personal records (EPR) mainly, and a comparative analysis is drawn concerning adopting the blockchain technology in their processes."
Bringing health care to the patient,Tiago Cravo Oliveira Hashiguchi,2020,OECD health working papers,"Telemedicine, Reimbursement, Health care, Equity (law), Business, Medicine, Nursing, Economic growth, Economics, Political science, Law",8,Machine Learning in Clinical Data Analysis,"Due to inequalities in health and digital literacy, patients that most stand to benefit are also often those that are least able to access and make use of telemedicine."
"Health literacy, digital literacy and eHealth literacy in Danish nursing students at entry and graduate level: a cross sectional study","Kamila Beata Adellund Holt, Dorthe Overgaard, Lisbeth Vinberg Engel, Lars Kayser",2020,BMC Nursing,"Cross-sectional study, Nursing research, Danish, Medicine, Health literacy, eHealth, Literacy, Nursing management, Health informatics, Medical education, Nursing, Public health, Psychology, Health care, Pedagogy, Economic growth, Pathology, Linguistics, Economics, Philosophy",9,Viral Diseases & Molecular Medicine,No abstract available
Interpreting Interpretability: Understanding Data Scientists' Use of Interpretability Tools for Machine Learning,"Harmanpreet Kaur, Harsha Nori, Samuel Jenkins, Rich Caruana, Hanna Wallach, Jennifer Wortman Vaughan",2020,Unknown Source,"Interpretability, Computer science, Data science, Python (programming language), Machine learning, Artificial intelligence, Operating system",19,Medical Data Modeling & Predictive Healthcare,We conduct a contextual inquiry (N=11) and a survey (N=197) of data scientists to observe how they use interpretability tools to uncover common issues that arise when building and evaluating ML models.
COVID-19 and the consequences of isolating the elderly,"Richard Armitage, Laura B Nellums",2020,The Lancet Public Health,"Coronavirus disease 2019 (COVID-19), 2019-20 coronavirus outbreak, Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Virology, Pandemic, Medicine, Outbreak, Infectious disease (medical specialty), Internal medicine, Disease",0,Digital Health Technology & Patient Care,"As countries are affected by coronavirus disease 2019 (COVID-19), the elderly population will soon be told to self-isolate for “a very long time” in the UK, and elsewhere.1BBCCoronavirus: isolation for over-70s ‘within weeks’.https://www.bbc.co.uk/news/uk-51895873Date: March 15, 2020Date accessed: March 16, 2020Google Scholar This attempt to shield the over-70s, and thereby protect over-burdened health systems, comes as worldwide countries enforce lockdowns, curfews, and social isolation to mitigate the spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)."
Twitter Discussions and Emotions About the COVID-19 Pandemic: Machine Learning Approach,"Jia Xue, Junxiang Chen, Ran Hu, Chen Chen, Chengda Zheng, Yue Su, Tingshao Zhu",2020,Journal of Medical Internet Research,"Bigram, Social distance, Social media, Feeling, Pandemic, Coronavirus disease 2019 (COVID-19), Sentiment analysis, Anger, Psychology, Internet privacy, Public health, Computer science, Artificial intelligence, Social psychology, World Wide Web, Medicine, Trigram, Infectious disease (medical specialty), Disease, Nursing, Pathology",0,Digital Health Technology & Patient Care,"This study showed that Twitter data and machine learning approaches can be leveraged for an infodemiology study, enabling research into evolving public discussions and sentiments during the COVID-19 pandemic."
Suicide risk and prevention during the COVID-19 pandemic,"David Gunnell, Louis Appleby, Ella Arensman, Keith Hawton, Ann John, Navneet Kapur, Murad Moosa Khan, Rory C. O’Connor, Jane Pirkis, Louis Appleby, Ella Arensman, Eric D. Caine, Lai Fong Chan, Shu‐Sen Chang, Ying‐Yeh Chen, Helen Christensen, Rakhi Dandona, Michael Eddleston, Annette Erlangsen, David Gunnell, Jill Harkavy‐Friedman, Keith Hawton, Ann John, Navneet Kapur, Murad Moosa Khan, Olivia J Kirtley, Duleeka Knipe, Flemming Konradsen, Shiwei Liu, Sally McManus, Lars Mehlum, Matthew Miller, Paul Moran, Jacqui Morrissey, Christine Moutier, Thomas Niederkrotenthaler, Merete Nordentoft, Rory C. O’Connor, Siobhan O’Neill, Andrew Page, Michael R. Phillips, Jane Pirkis, Steve Platt, Maurizio Pompili, Ping Qin, Mohsen Rezaeian, Morton M. Silverman, Mark Sinyor, Steven Stack, Ellen Townsend, Gustavo Turecki, Meenakshi Sharma, Paul S. F. Yip",2020,The Lancet Psychiatry,"Pandemic, Mental health, Context (archaeology), Psychological intervention, Suicide prevention, Psychiatry, Medicine, Scopus, Population, Poison control, Coronavirus disease 2019 (COVID-19), Psychology, MEDLINE, Medical emergency, Environmental health, Disease, Political science, Geography, Infectious disease (medical specialty), Archaeology, Pathology, Law",9,Viral Diseases & Molecular Medicine,No abstract available
"Trust Me, I’m a Doctor – User Perceptions of AI-Driven Apps for Mobile Health Diagnosis","Matthias Baldauf, Peter Fröehlich, Rainer Endl",2020,Unknown Source,"Mobile apps, Computer science, Perception, Internet privacy, World Wide Web, Psychology, Neuroscience",5,Infectious Diseases (HIV & Lung Infections),"While there is a large body of research on HCI-related aspects of mobile health applications, knowledge about the user perceptions of such novel AI-driven self-diagnosis apps and factors affecting their acceptance and adoption is scarce."
The digital transformation of the healthcare industry: exploring the rise of emerging platform ecosystems and their influence on the role of patients,"Sebastian Hermes, Tobias Riasanow, ﻿Eric K. Clemons, Markus Böhm, Helmut Krcmar",2020,BuR - Business Research,"Health care, Value proposition, Business, Leverage (statistics), Knowledge management, Digital transformation, Intermediary, Disruptive innovation, Marketing, Digital health, Industrial organization, Computer science, Economics, Machine learning, World Wide Web, Economic growth",9,Viral Diseases & Molecular Medicine,No abstract available
A systematic literature review on machine learning applications for sustainable agriculture supply chain performance,"Rohit Sharma, Sachin Kamble, Angappa Gunasekaran, Vikas Kumar, Anil Kumar",2020,Computers & Operations Research,"Sustainability, Food security, Agriculture, Computer science, Analytics, Supply chain, Stewardship (theology), Cloud computing, Sustainable agriculture, Big data, Productivity, Risk analysis (engineering), Business, Data science, Marketing, Economics, Macroeconomics, Biology, Ecology, Law, Politics, Political science, Operating system",9,Viral Diseases & Molecular Medicine,No abstract available
COVID-19 and digital inequalities: Reciprocal impacts and mitigation strategies,"Elisabeth Beaunoyer, Sophie Dupéré, Matthieu J. Guitton",2020,Computers in Human Behavior,"Inequality, Coronavirus disease 2019 (COVID-19), Vulnerability (computing), Social inequality, Amenity, Population, Reciprocal, Business, Political science, Public relations, Computer science, Computer security, Environmental health, Medicine, Mathematics, Mathematical analysis, Infectious disease (medical specialty), Philosophy, Pathology, Linguistics, Finance, Disease",9,Viral Diseases & Molecular Medicine,No abstract available
From high-touch to high-tech: COVID-19 drives robotics adoption,"Zhanjing Zeng, Po‐Ju Chen, Alan A. Lew",2020,Tourism Geographies,"Tourism, Hospitality, Recreation, Business, Pandemic, Drone, Social media, Coronavirus disease 2019 (COVID-19), Robotics, Robot, Public relations, Marketing, Internet privacy, Artificial intelligence, Political science, Computer science, Infectious disease (medical specialty), Medicine, Disease, World Wide Web, Law, Genetics, Biology, Pathology",13,Patient Monitoring & Chronic Disease Management,"Humanoid robots, autonomous vehicles, drones, and other intelligent robots are used in many different ways to reduce human contact and the potential spread of the SARS-CoV-2 virus, including delivering materials, disinfecting and sterilizing public spaces, detecting or measuring body temperature, providing safety or security, and comforting and entertaining patients."
Artificial Intelligence Is Trusted Less than a Doctor in Medical Treatment Decisions: Influence of Perceived Care and Value Similarity,"Ryosuke Yokoi, Yoko Eguchi, Takanori Fujita, Kazuya Nakayachi",2020,International Journal of Human-Computer Interaction,"Similarity (geometry), Value (mathematics), Psychology, Direct Anonymous Attestation, Social psychology, Medicine, Computer science, Artificial intelligence, Computer security, Trusted Computing, Machine learning, Image (mathematics)",5,Infectious Diseases (HIV & Lung Infections),This study compared individuals’ trust in AI with their trust in doctors regarding medical treatment and explored whether people trust an AI system that understands and suggests their desired treatments.
On the Integration of Agents and Digital Twins in Healthcare,"Angelo Croatti, Matteo Gabellini, Sara Montagna, Alessandro Ricci",2020,Journal of Medical Systems,"Computer science, Context (archaeology), Health care, Process (computing), Asset (computer security), Data science, Human–computer interaction, Computer security, Paleontology, Economic growth, Biology, Economics, Operating system",9,Viral Diseases & Molecular Medicine,No abstract available
Artificial intelligence and mobile apps for mental healthcare: a social informatics perspective,Alyson Gamble,2020,Aslib Journal of Information Management,"Mental health, Chatbot, Health informatics, Informatics, Psychology, Originality, Health care, Internet privacy, Medicine, Computer science, Psychiatry, Nursing, World Wide Web, Social psychology, Engineering, Political science, Public health, Electrical engineering, Law, Creativity",13,Patient Monitoring & Chronic Disease Management,"This paper aims to examine AI chatbots, specifically as offered through mobile applications for mental healthcare (MHapps), with attention to the social implications of these technologies."
A Secured Framework for SDN-Based Edge Computing in IoT-Enabled Healthcare System,"Junxia Li, Cai Jinjin, Fazlullah Khan, Ateeq Ur Rehman, Venki Balasubramaniam, Jiangfeng Sun, P. Venu",2020,IEEE Access,"Computer science, Edge computing, Server, Enhanced Data Rates for GSM Evolution, Authentication (law), Edge device, Computer network, Distributed computing, Embedded system, Computer security, Cloud computing, Operating system, Telecommunications",11,Digital Health Data Analytics & Research Methods,"Therefore, in this paper, we design a secure framework for SDN-based Edge computing in IoT-enabled healthcare system."
"Digital Health Strategies to Fight COVID-19 Worldwide: Challenges, Recommendations, and a Call for Papers","Guy Fagherazzi, Catherine Goetzinger, Mohammed Rashid, Gloria Aguayo, Laëtitia Huiart",2020,Journal of Medical Internet Research,"Pandemic, Public health, Digital health, Public relations, Coronavirus disease 2019 (COVID-19), Telemedicine, Health care, Social media, Political science, Business, Internet privacy, Medicine, Disease, Computer science, Infectious disease (medical specialty), Nursing, Pathology, Law",10,Mobile Health (mHealth) Applications & Health Apps,More concerted measures should be implemented to ensure that future digital health initiatives will have a greater impact on the epidemic and meet the most strategic needs to ease the life of people who are at the forefront of the crisis.
Ethical and Legal Challenges of Artificial Intelligence-Driven Health Care,"Sara Gerke, Timo Minssen, I. Glenn Cohen",2020,SSRN Electronic Journal,"Engineering ethics, Health care, Psychology, Artificial intelligence, Political science, Law, Engineering, Computer science",9,Viral Diseases & Molecular Medicine,No abstract available
An effective feature engineering for DNN using hybrid PCA-GWO for intrusion detection in IoMT architecture,"Swarna Priya R.M., Praveen Kumar Reddy Maddikunta, M. Parimala, Srinivas Koppu, Thippa Reddy Gadekallu, Chiranji Lal Chowdhary, Mamoun Alazab",2020,Computer Communications,"Computer science, Denial-of-service attack, Intrusion detection system, Computer security, Password, Malware, The Internet, Scalability, Anomaly detection, Host (biology), Network security, Artificial intelligence, Machine learning, Computer network, World Wide Web, Database, Ecology, Biology",9,Viral Diseases & Molecular Medicine,No abstract available
Homecare Robotic Systems for Healthcare 4.0: Visions and Enabling Technologies,"Geng Yang, Zhibo Pang, M. Jamal Deen, Mianxiong Dong, Yuan‐Ting Zhang, Nigel H. Lovell, Amir M. Rahmani",2020,IEEE Journal of Biomedical and Health Informatics,"Vision, Computer science, Health care, Healthcare system, Human–computer interaction, Philosophy, Theology, Economics, Economic growth",7,Healthcare Services & Patient Care Research,"The latest progress in related enabling technologies is reviewed, including artificial intelligence, sensing fundamentals, materials and machines, cloud computing and communication, as well as motion capture and mapping."
Artificial Intelligence (AI) Provided Early Detection of the Coronavirus (COVID-19) in China and Will Influence Future Urban Health Policy Internationally,"Zaheer Allam, Gourav Dey, David S. Jones",2020,AI,"Surprise, Coronavirus disease 2019 (COVID-19), China, Data science, Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), Data sharing, Severe acute respiratory syndrome coronavirus, Computer science, Big data, 2019-20 coronavirus outbreak, Coronavirus, Business, Computer security, Risk analysis (engineering), Artificial intelligence, Political science, Outbreak, Medicine, Data mining, Virology, Psychology, Disease, Pathology, Infectious disease (medical specialty), Law, Social psychology, Alternative medicine",11,Digital Health Data Analytics & Research Methods,"From a survey of past viral outbreaks over the last 20 years, this paper explores how early viral detection will reduce in time as computing technology is enhanced and as more data communication and libraries are ensured between varying data information systems."
FedHome: Cloud-Edge Based Personalized Federated Learning for In-Home Health Monitoring,"Qiong Wu, Xu Chen, Zhi Zhou, Junshan Zhang",2020,IEEE Transactions on Mobile Computing,"Computer science, Cloud computing, Enhanced Data Rates for GSM Evolution, Edge computing, Computer network, Operating system, Telecommunications",4,Public Health & Digital Healthcare Systems,"In this paper, we propose FedHome, a novel cloud-edge based federated learning framework for in-home health monitoring, which learns a shared global model in the cloud from multiple homes at the network edges and achieves data privacy protection by keeping user data locally."
Explainable AI for Healthcare: From Black Box to Interpretable Models,"Amina Adadi, Mohammed Berrada",2020,Advances in intelligent systems and computing,"Interpretability, Transparency (behavior), Health care, Black box, Artificial intelligence, Psychology, Computer science, Political science, Computer security, Law",9,Viral Diseases & Molecular Medicine,No abstract available
Causal inference and counterfactual prediction in machine learning for actionable healthcare,"Mattia Prosperi, Yi Guo, Matthew Sperrin, James S. Koopman, Jae Min, Xing He, Shannan N. Rich, Mo Wang, Iain Buchan, Jiang Bian",2020,Nature Machine Intelligence,"Causal inference, Counterfactual thinking, Machine learning, Computer science, Artificial intelligence, Counterfactual conditional, Observational study, Psychological intervention, Data science, Causal model, Risk analysis (engineering), Medicine, Psychology, Social psychology, Psychiatry, Pathology",9,Viral Diseases & Molecular Medicine,No abstract available
"Stigma, biomarkers, and algorithmic bias: recommendations for precision behavioral health with artificial intelligence","Colin G. Walsh, Beenish Moalla Chaudhry, Prerna Dua, Kenneth W. Goodman, Bonnie J. Kaplan, Ramakanth Kavuluru, Anthony Solomonides, Vignesh Subbian",2020,JAMIA Open,"Stigma (botany), Artificial intelligence, Psychology, Computer science, Machine learning, Data science, Applied psychology, Psychiatry",8,Machine Learning in Clinical Data Analysis,"In this perspective, we describe these challenges and discuss design and implementation recommendations to overcome them in intelligent systems for behavioral and mental health."
Health 4.0: On the Way to Realizing the Healthcare of the Future,"Jameela Al‐Jaroodi, Nader Mohamed, Eman AbuKhousa",2020,IEEE Access,"Health care, Knowledge management, Context (archaeology), Computer science, Big data, Cloud computing, Flexibility (engineering), Process management, Business, Risk analysis (engineering), Mathematics, Operating system, Economic growth, Biology, Economics, Paleontology, Statistics",11,Digital Health Data Analytics & Research Methods,In this paper we define the main objectives of Health 4.0 and discuss advanced potential Health 4.0 applications.
Comparative Toxicogenomics Database (CTD): update 2021,"Allan Peter Davis, Cynthia Grondin, Robin J. Johnson, Daniela Sciaky, Jolene Wiegers, Thomas C. Wiegers, Carolyn Mattingly",2020,Nucleic Acids Research,"Toxicogenomics, CTD, Biology, Phenotype, Computational biology, Bioinformatics, Gene, Genetics, Oceanography, Geology, Gene expression",18,Cancer Risk & Clinical Treatment Studies,"As well, we introduce new CTD Anatomy pages that allow users to uniquely explore and analyze chemical-phenotype interactions from an anatomical perspective."
Testing a school-based program to promote digital health literacy and healthy lifestyle behaviours in intermediate elementary students: The Learning for Life program,"Antonia Hyman, Kurtis Stewart, Anne-Marie Jamin, Helen Novak Lauscher, Elizabeth Stacy, Gerry Kasten, Kendall Ho",2020,Preventive Medicine Reports,"Medical education, Health literacy, Mathematics education, Literacy, Psychology, Gerontology, Medicine, Pedagogy, Political science, Health care, Law",15,Artificial Intelligence in Healthcare Systems,The objective of this study was to test the effectiveness of a novel intervention to increase students' digital health literacy and health knowledge.
Recent advances of HCI in decision-making tasks for optimized clinical workflows and precision medicine,"Leonardo Rundo, Roberto Pirrone, Salvatore Vitabile, Evis Sala, Orazio Gambino",2020,Journal of Biomedical Informatics,"Workflow, Computer science, Clinical decision making, Precision medicine, Clinical decision support system, Data science, Human–computer interaction, Decision support system, Artificial intelligence, Medicine, Intensive care medicine, Database, Pathology",9,Viral Diseases & Molecular Medicine,No abstract available
State-of-the-Art Artificial Intelligence Techniques for Distributed Smart Grids: A Review,"Syed Saqib Ali, Bong Jun Choi",2020,Electronics,"Smart grid, Computer science, Distributed generation, Distributed computing, Energy management, Grid, Renewable energy, Engineering, Energy (signal processing), Electrical engineering, Geometry, Mathematics, Statistics",7,Healthcare Services & Patient Care Research,"In this paper, we provide a comprehensive review of the state-of-the-art artificial intelligence techniques to support various applications in a distributed smart grid."
"A Survey on the Internet of Things (IoT) Forensics: Challenges, Approaches, and Open Issues","Maria Stoyanova, Yannis Nikoloudakis, Spyros Panagiotakis, Evangelos Pallis, Evangelos Markakis",2020,IEEE Communications Surveys & Tutorials,"Computer science, Digital forensics, Computer security, Digital evidence, Cloud computing, Network forensics, Software deployment, Encryption, Variety (cybernetics), Computer forensics, Automation, Process (computing), The Internet, Internet privacy, Data science, World Wide Web, Engineering, Operating system, Mechanical engineering, Artificial intelligence",11,Digital Health Data Analytics & Research Methods,"Therefore, the purpose of this paper is to identify and discuss the main issues involved in the complex process of IoT-based investigations, particularly all legal, privacy and cloud security challenges."
The European artificial intelligence strategy: implications and challenges for digital health,"I. Glenn Cohen, Theodoros Evgeniou, Sara Gerke, Timo Minssen",2020,The Lancet Digital Health,"Artificial intelligence, Computer science, Psychology, Data science",8,Machine Learning in Clinical Data Analysis,"In particular, we discuss the issues of European values and European data, the update problem of AI systems, and the challenges of new trade-offs such as privacy, cybersecurity, accuracy, and intellectual property rights."
Introduction to artificial intelligence in ultrasound imaging in obstetrics and gynecology,"Lior Drukker, J. Alison Noble, Aris T. Papageorghiou",2020,Ultrasound in Obstetrics and Gynecology,"Obstetrics and gynaecology, Obstetrics, Medical physics, Medicine, Ultrasound, Gynecology, Radiology, Pregnancy, Biology, Genetics",12,Healthcare Quality & Treatment Evaluation,"The list of medical image-analysis AI applications with USA Food and Drug Administration or European Union (soon to fall under European Union Medical Device Regulation) approval is growing rapidly and covers diverse clinical needs, such as detection of arrhythmia using a smartwatch or automatic triage of critical imaging studies to the top of the radiologist's worklist."
Guest Editorial: AI and Machine Learning Solution Cyber Intelligence Technologies: New Methodologies and Applications,"Ke Yan, Lu Liu, Yong Xiang, Qun Jin",2020,IEEE Transactions on Industrial Informatics,"Cognitive computing, Cloud computing, Computer science, Big data, Cyber-physical system, Applications of artificial intelligence, Artificial intelligence, The Internet, Data science, Telecommunications, World Wide Web, Cognition, Operating system, Biology, Neuroscience",7,Healthcare Services & Patient Care Research,"Cyber intelligence technologies, such as the fifth-generation (5G) mobile communication network, big data, Internet of Things (IoT), cloud computing, cognitive computing, ubiquitous computing and blockchains, enable goods, houses, services, information, and capitalization to be shared through the Internet of the Appendix]."
Digital Inequality During a Pandemic: Quantitative Study of Differences in COVID-19–Related Internet Uses and Outcomes Among the General Population,Alexander Johannes Aloysius Maria van Deursen,2020,Journal of Medical Internet Research,"The Internet, Population, Conscientiousness, Public health, Agreeableness, Psychology, Medicine, Personality, Extraversion and introversion, Social psychology, Environmental health, Big Five personality traits, Nursing, Computer science, World Wide Web",8,Machine Learning in Clinical Data Analysis,"Generally, people who are already relatively advantaged are more likely to use the information and communication opportunities provided by the internet to their benefit in a health pandemic, while less advantaged individuals are less likely to benefit."
An accurate and dynamic predictive model for a smart M-Health system using machine learning,"Kashif Naseer Qureshi, Sadia Din, Gwanggil Jeon, Francesco Piccialli",2020,Information Sciences,"Computer science, Cloud computing, Machine learning, Artificial intelligence, Decision tree, Big data, Support vector machine, Data mining, Operating system",9,Viral Diseases & Molecular Medicine,No abstract available
When Deep Reinforcement Learning Meets Federated Learning: Intelligent Multitimescale Resource Management for Multiaccess Edge Computing in 5G Ultradense Network,"Shuai Yu, Xu Chen, Zhi Zhou, Xiaowen Gong, Di Wu",2020,IEEE Internet of Things Journal,"Computer science, Reinforcement learning, Edge computing, Overhead (engineering), Resource allocation, Distributed computing, Server, Computer network, Edge device, Leverage (statistics), Enhanced Data Rates for GSM Evolution, Artificial intelligence, Cloud computing, Operating system",11,Digital Health Data Analytics & Research Methods,"Then, in order to achieve real-time and low overhead computation offloading decisions and resource allocation strategies, we design a novel two-timescale deep reinforcement learning (2Ts-DRL) approach, consisting of a fast-timescale and a slow-timescale learning process, respectively."
"""How do I fool you?""","Himabindu Lakkaraju, Osbert Bastani",2020,Proceedings of the AAAI/ACM Conference on AI Ethics and Society,"Black box, Computer science, Fidelity, Domain (mathematical analysis), Data science, Human–computer interaction, Artificial intelligence, Telecommunications, Mathematics, Mathematical analysis",5,Infectious Diseases (HIV & Lung Infections),"Specifically, we propose a novel theoretical framework for understanding and generating misleading explanations, and carry out a user study with domain experts to demonstrate how these explanations can be used to mislead users."
Perceptions of Digital Health Education Among European Medical Students: Mixed Methods Survey,"Felix Machleid, Robert Kaczmarczyk, Doreen Johann, Justinas Balčiūnas, Beatriz Atienza-Carbonell, Finn von Maltzahn, Lina Mosch",2020,Journal of Medical Internet Research,"Digital health, eHealth, Health care, Medical education, Health literacy, Workload, Psychology, Digital literacy, Nursing, Medicine, Computer science, Pedagogy, Economic growth, Operating system, Economics",15,Artificial Intelligence in Healthcare Systems,Conclusions This study shows a lack of digital health-related formats in medical education and a perceived lack of digital health literacy among European medical students.
Blockchain for Privacy Preserving and Trustworthy Distributed Machine Learning in Multicentric Medical Imaging (C-DistriM),"Fadila Zerka, Visara Urovi, Akshayaa Vaidyanathan, Samir Barakat, Ralph T. H. Leijenaar, Seán Walsh, Hanif Gabrani-Juma, Benjamin Miraglio, Henry C. Woodruff, Michel Dumontier, Philippe Lambin",2020,IEEE Access,"Transparency (behavior), Computer science, Federated learning, Distributed learning, Artificial intelligence, Trustworthiness, Machine learning, Blockchain, Distributed database, Quality (philosophy), Distributed computing, Computer security, Psychology, Epistemology, Pedagogy, Philosophy",18,Cancer Risk & Clinical Treatment Studies,"To address such issues, we hypothesized that, a novel distributed learning that combines sequential distributed learning with a blockchain-based platform, namely Chained Distributed Machine learning C-DistriM, would be feasible and would give a similar result as a standard centralized approach."
Explainable AI meets Healthcare: A Study on Heart Disease Dataset,"Devam Dave, Het Naik, Smiti Singhal, Pankesh Patel",2020,arXiv (Cornell University),"Interpretability, Variety (cybernetics), Health care, Transparency (behavior), Computer science, Artificial intelligence, Software deployment, Trustworthiness, Data science, Domain (mathematical analysis), Applications of artificial intelligence, Healthcare system, Internet privacy, Computer security, Political science, Operating system, Mathematical analysis, Law, Mathematics",5,Infectious Diseases (HIV & Lung Infections),"In this paper, we present different interpretability techniques."
"AI‐Powered mental health chatbots: Examining users’ motivations, active communicative action and engagement after mass‐shooting disasters","Yang Cheng, Hua Jiang",2020,Journal of Contingencies and Crisis Management,"Mental health, Chatbot, Context (archaeology), Action (physics), Popularity, Psychology, Public relations, Customer engagement, Applied psychology, Social media, Knowledge management, Social psychology, Political science, Computer science, Psychiatry, World Wide Web, Biology, Physics, Paleontology, Quantum mechanics",13,Patient Monitoring & Chronic Disease Management,"This study surveyed 1,114 US participants who ever used chatbot services from top healthcare companies."
IC-Health Project: Development of MOOCs to Promote Digital Health Literacy: First Results and Future Challenges,"Lilisbeth Perestelo‐Pérez, Alezandra Torres‐Castaño, Carina Soledad González González, Yolanda Álvarez‐Pérez, Ana Toledo‐Chávarri, Ana M. Wägner, Michelle Perello, Stephan Van Der Broucke, Gonzalo Díaz Meneses, Barbara Piccini, Amado Rivero‐Santana, Pedro Serrano‐Aguilar",2020,Sustainability,"Facilitator, Digital health, Focus group, Medical education, Health literacy, Knowledge management, Population, Psychology, Digital literacy, Public relations, Medicine, Political science, Business, Health care, Pedagogy, Computer science, Environmental health, Marketing, Law, Social psychology",8,Machine Learning in Clinical Data Analysis,"The objective of this article was to present the objectives, activities and results of the IC-Health project whose objective was to develop a series of massive open online courses (MOOCs) to improve the DHL skills of European citizens."
Leveraging media and health communication strategies to overcome the COVID-19 infodemic,"Nour Mheidly, Jawad Fares",2020,Journal of Public Health Policy,"Social media, Leverage (statistics), Health communication, Information Dissemination, Internet privacy, Public health, Health policy, Pandemic, Public relations, Coronavirus disease 2019 (COVID-19), Data science, Computer science, Medicine, Political science, World Wide Web, Nursing, Disease, Infectious disease (medical specialty), Machine learning, Pathology",9,Viral Diseases & Molecular Medicine,No abstract available
COVID-SAFE: An IoT-Based System for Automated Health Monitoring and Surveillance in Post-Pandemic Life,"Seyed Shahim Vedaei, Amir Fotovvat, Mohammad Reza Mohebbian, Gazi M. E. Rahman, Khan A. Wahid, Paul Babyn, Hamid Reza Marateb, Marjan Mansourian, Ramin Sami",2020,IEEE Access,"Computer science, Pandemic, Internet of Things, Isolation (microbiology), Node (physics), Computer security, Cyber-physical system, Cloud computing, Coronavirus disease 2019 (COVID-19), Real-time computing, Engineering, Operating system, Infectious disease (medical specialty), Disease, Structural engineering, Microbiology, Biology, Pathology, Medicine",11,Digital Health Data Analytics & Research Methods,"In this article, we present a potential application of the Internet of Things (IoT) in healthcare and physical distance monitoring for pandemic situations."
